fighter_url,name,nickname,height,weight,reach,stance,dob,wins,losses,draws,nc,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
http://www.ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot,The Beast,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",,,,,5.66,42%,3.58,,1.05,29%,87%,0.0
http://www.ufcstats.com/fighter-details/e872e9a9a902c045,Katlyn Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",,,,,4.58,34%,4.48,,0.31,15%,50%,0.3
http://www.ufcstats.com/fighter-details/879f6cae48d25baa,Justin Lawrence,The American Kidd,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",,,,,3.84,35%,2.83,,0.72,28%,73%,0.0
http://www.ufcstats.com/fighter-details/86f582852a5b240a,Mac Danzig,,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",,,,,3.39,48%,3.44,,1.20,37%,46%,0.6
http://www.ufcstats.com/fighter-details/13e62d766b709aa6,Steve Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,--,,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/df1eb4354d18a906,Scott Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",,,,,4.32,47%,3.66,,1.88,56%,67%,0.2
http://www.ufcstats.com/fighter-details/6bf5a7d3e081ade2,Anthony Njokuani,The Assassin,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",,,,,3.94,46%,2.41,,0.50,45%,53%,0.2
http://www.ufcstats.com/fighter-details/1a9480fc288e55d7,Don'Tale Mayes,Lord Kong,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",,,,,3.22,43%,3.61,,0.59,38%,46%,0.0
http://www.ufcstats.com/fighter-details/049d698d773eb3e1,Matt Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,"Oct 02, 1978",,,,,1.11,62%,2.16,,0.33,9%,28%,2.7
http://www.ufcstats.com/fighter-details/d7e40dca3ae125be,Diana Belbita,The Warrior Princess,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",,,,,6.45,41%,6.55,,0.86,62%,64%,0.0
http://www.ufcstats.com/fighter-details/a331233f597090a5,Bryan Barberena,Bam Bam,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",,,,,5.35,48%,4.59,,0.13,22%,50%,0.3
http://www.ufcstats.com/fighter-details/e7e01e266a9d4342,Ronnie Lawrence,The Heat,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",,,,,2.78,56%,1.75,,6.75,77%,45%,0.2
http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a,Jamahal Hill,Sweet Dreams,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",,,,,6.19,51%,4.03,,0.00,0%,73%,0.0
http://www.ufcstats.com/fighter-details/5870c541798124ae,Manoel Sousa,Manumito,"5' 9""",155 lbs.,"70""",Orthodox,"Jun 04, 1997",,,,,4.15,45%,3.71,,0.00,0%,60%,1.6
http://www.ufcstats.com/fighter-details/5b43d68174b6e2ab,Losene Keita,Black Panther,"5' 7""",145 lbs.,"72""",Orthodox,"Dec 30, 1997",,,,,3.47,43%,4.47,,0.00,0%,100%,0.0
http://www.ufcstats.com/fighter-details/2f1a257d6777096d,Luigi Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",,,,,2.82,40%,3.82,,1.11,15%,100%,0.6
http://www.ufcstats.com/fighter-details/1de9ad94de18eeaf,Nicco Montano,,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",,,,,5.60,41%,4.43,,2.25,54%,69%,0.4
http://www.ufcstats.com/fighter-details/fb41432b622992a9,Lukasz Sajewski,Wookie,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",,,,,2.06,35%,3.88,,1.01,25%,66%,0.0
http://www.ufcstats.com/fighter-details/3aa794cbe1e3484b,Josh Copeland,Cuddly Bear,"6' 1""",265 lbs.,--,Orthodox,"Oct 20, 1982",,,,,1.03,31%,3.01,,0.00,0%,57%,0.0
http://www.ufcstats.com/fighter-details/c3ded6f7155f9ea4,Alex Da Silva,Leko,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",,,,,2.14,46%,2.52,,1.97,43%,76%,0.3
http://www.ufcstats.com/fighter-details/6803d4d6908354ac,Brad Morris,,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",,,,,0.50,62%,6.95,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/1ea8df62b3f8fea6,Justin James,,"5' 10""",155 lbs.,--,Orthodox,"Nov 08, 1976",,,,,1.34,36%,2.68,,0.00,0%,50%,1.6
http://www.ufcstats.com/fighter-details/f300763147320d12,Liliya Shakirova,,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",,,,,2.70,30%,2.58,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/df05aa15b2d66f57,Chris Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",,,,,1.35,31%,3.17,,1.19,18%,0%,0.6
http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,Josh Barnett,The Warmaster,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",,,,,3.20,50%,2.11,,1.26,55%,55%,1.4
http://www.ufcstats.com/fighter-details/49e96ff8ab781589,Tyson Pedro,,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",,,,,2.90,59%,2.39,,0.76,30%,50%,0.8
http://www.ufcstats.com/fighter-details/0577808d22dfe79c,Jon Olav Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",,,,,2.15,52%,3.05,,1.73,55%,43%,0.0
http://www.ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,Senor Perfecto,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",,,,,5.88,51%,4.38,,1.03,50%,55%,0.1
http://www.ufcstats.com/fighter-details/99bd87a300079ed9,Erik Koch,Phoenix,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",,,,,2.33,42%,2.82,,1.02,42%,81%,1.0
http://www.ufcstats.com/fighter-details/5a558ba1ff5e9121,Darrill Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,"Jul 18, 1985",,,,,1.20,33%,4.35,,0.00,0%,50%,1.1
http://www.ufcstats.com/fighter-details/918db42c3637916f,Leigh Remedios,Bulldog,"5' 7""",155 lbs.,--,Orthodox,"Jan 13, 1976",,,,,0.75,41%,1.36,,0.00,0%,33%,0.0
http://www.ufcstats.com/fighter-details/d50382dc0565a9e1,Viviane Pereira,Sucuri,"5' 1""",115 lbs.,"63""",Orthodox,"Aug 28, 1993",,,,,2.70,30%,4.48,,0.25,100%,28%,0.2
http://www.ufcstats.com/fighter-details/d661ce4da776fc20,Petr Yan,No Mercy,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",,,,,5.16,54%,4.24,,1.70,49%,86%,0.1
http://www.ufcstats.com/fighter-details/baa9be02c3e3e038,Jose Daniel Medina,Chicho,"6' 0""",185 lbs.,"74""",Orthodox,"May 17, 1991",,,,,2.13,36%,5.34,,0.39,33%,27%,0.0
http://www.ufcstats.com/fighter-details/9be6020024133293,Cyril Asker,Silverback,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",,,,,3.35,39%,5.82,,4.41,62%,100%,0.9
http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,Dennis Hallman,Superman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",,,,,1.12,44%,1.96,,1.79,30%,25%,2.1
http://www.ufcstats.com/fighter-details/a53d30163304aa6e,Carlston Harris,Mocambique,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",,,,,3.79,43%,3.46,,1.46,22%,55%,0.6
http://www.ufcstats.com/fighter-details/2efbc83a6b9b7f86,Tai Bowden,,"5' 11""",230 lbs.,--,,--,,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/a85998eb79650b2c,Wes Combs,The Soldier,"6' 2""",205 lbs.,--,Orthodox,"Jun 18, 1973",,,,,2.14,48%,4.73,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/e57fdbea1b828202,Jake Hecht,Hitman,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",,,,,3.26,47%,2.76,,2.04,37%,40%,0.0
http://www.ufcstats.com/fighter-details/282fa667ff9c51ed,Cole Miller,Magrinho,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",,,,,3.00,33%,3.88,,0.60,36%,38%,1.8
http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8,Charlie Campbell,The Cannibal,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995",,,,,5.23,51%,4.17,,2.45,36%,62%,0.0
http://www.ufcstats.com/fighter-details/44aa652b181bcf68,Marcelo Aguiar,,"5' 10""",170 lbs.,--,Orthodox,"Jan 20, 1969",,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/a01a62132460a98d,Adam Fugitt,,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",,,,,4.88,46%,5.33,,1.63,22%,50%,0.0
http://www.ufcstats.com/fighter-details/5140122c3eecd307,Daichi Abe,,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991",,,,,3.80,33%,4.49,,0.33,50%,0%,0.0
http://www.ufcstats.com/fighter-details/13b2f59210dda9cc,Kevin Jackson,,"5' 10""",199 lbs.,--,Switch,"Nov 25, 1964",,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/8cad40a75e5c97f5,Eddie Gordon,Truck,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",,,,,2.03,32%,2.57,,1.93,83%,63%,0.0
http://www.ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,,"6' 5""",255 lbs.,"78""",Orthodox,"Apr 11, 1993",,,,,7.63,67%,3.62,,2.62,80%,100%,1.3
http://www.ufcstats.com/fighter-details/d71d968dc6ecfdaf,Katsuhisa Fujii,Shamoji,"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972",,,,,4.00,50%,4.43,,2.14,25%,50%,2.1
http://www.ufcstats.com/fighter-details/443f60bec7c3c3d5,Michael McBride,,"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986",,,,,4.08,48%,5.85,,1.85,42%,30%,1.2
http://www.ufcstats.com/fighter-details/9f7787e56a6bc0f4,Sako Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,"Mar 11, 1984",,,,,2.40,27%,4.80,,0.00,0%,100%,0.0
http://www.ufcstats.com/fighter-details/b9c03e7a4557e542,Royston Wee,,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",,,,,1.10,60%,2.45,,3.38,81%,0%,0.0
http://www.ufcstats.com/fighter-details/977081bc01197656,Scott Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,Tractor,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",,,,,2.91,53%,4.46,,0.00,0%,35%,0.7
http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,Marina Rodriguez,,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",,,,,4.51,46%,3.01,,0.27,50%,61%,0.3
http://www.ufcstats.com/fighter-details/21b8a0f5c231096f,Mark Coleman,The Hammer,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",,,,,1.88,52%,2.62,,3.89,40%,50%,0.8
http://www.ufcstats.com/fighter-details/ba1e6cb3d43f7430,Justin Ledet,El Blanco,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",,,,,3.35,39%,4.82,,0.23,50%,42%,0.2
http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,Short Fuse,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",,,,,3.31,48%,3.71,,1.96,47%,59%,1.0
http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,Justine Kish,,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",,,,,4.51,48%,4.59,,0.87,33%,50%,0.1
http://www.ufcstats.com/fighter-details/9c27f3217891f3f0,Kris Moutinho,,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",,,,,3.35,33%,9.36,,0.00,0%,30%,0.0
http://www.ufcstats.com/fighter-details/2be6596a9db33bf5,Jason MacDonald,The Athlete,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",,,,,1.55,52%,2.70,,1.43,16%,35%,2.0
http://www.ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder,Man of Steel,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991",,,,,5.10,69%,2.46,,1.37,14%,100%,1.4
http://www.ufcstats.com/fighter-details/634bb0de2eb043b4,Cristiane Justino,Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",,,,,7.28,52%,2.25,,0.66,55%,94%,0.4
http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,Romie Aram,,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",,,,,1.80,35%,2.83,,2.50,62%,83%,0.0
http://www.ufcstats.com/fighter-details/7facc9c45d792985,Kaan Ofli,Genghis,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",,,,,2.33,45%,3.34,,0.38,7%,0%,0.4
http://www.ufcstats.com/fighter-details/4f732e58ed907eff,Ross Pearson,The Real Deal,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",,,,,3.68,40%,4.09,,0.74,35%,75%,0.0
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",,,,,4.05,47%,3.05,,1.38,59%,72%,0.3
http://www.ufcstats.com/fighter-details/8173f134396cb971,Cortavious Romious,,"5' 4""",135 lbs.,"68""",Southpaw,"Jan 06, 1994",,,,,1.91,38%,3.46,,2.29,66%,64%,0.8
http://www.ufcstats.com/fighter-details/9a967e8e43dcef63,Joao Pierini,,"6' 1""",155 lbs.,--,Switch,"Dec 11, 1971",,,,,0.76,14%,4.56,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d,Brendson Ribeiro,The Gorilla,"6' 3""",205 lbs.,"81""",Orthodox,"Sep 08, 1996",,,,,3.04,42%,3.91,,0.85,42%,21%,0.6
http://www.ufcstats.com/fighter-details/e13abac8089a801a,Justin Tafa,Bad Man,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",,,,,4.05,54%,5.11,,0.00,0%,53%,0.0
http://www.ufcstats.com/fighter-details/f6e5972c9d16c40e,Victor Rodriguez,Vicious,"5' 5""",125 lbs.,"67""",Switch,"Sep 05, 1992",,,,,1.59,37%,6.11,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/a8fa0c4e95512806,Phil Johns,,"5' 2""",170 lbs.,--,Southpaw,"Oct 22, 1968",,,,,1.20,66%,1.80,,0.00,0%,50%,0.0
http://www.ufcstats.com/fighter-details/297a2b35444c245b,Mandy Bohm,Monster,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",,,,,2.51,45%,3.24,,0.72,18%,75%,0.7
http://www.ufcstats.com/fighter-details/bd878a638e0e3be3,Angela Magana,Your Majesty,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",,,,,1.53,28%,4.92,,0.40,25%,28%,0.4
http://www.ufcstats.com/fighter-details/1f77fce698e80488,James Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,"Nov 29, 1983",,,,,1.93,30%,4.13,,2.00,50%,100%,1.0
http://www.ufcstats.com/fighter-details/fdfef29ba17ee525,Alex Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976",,,,,1.22,40%,2.27,,0.00,0%,22%,4.9
http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Paulo Costa,The Eraser,"6' 1""",205 lbs.,"72""",Orthodox,"Apr 21, 1991",,,,,6.15,59%,5.96,,0.30,42%,77%,0.0
http://www.ufcstats.com/fighter-details/87e4a3a5080ee7ce,Elisha Ellison,The Snack Panther,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997",,,,,1.57,33%,15.13,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/7e511f8d842a109d,Arjan Bhullar,,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",,,,,2.33,56%,3.25,,1.73,75%,100%,0.0
http://www.ufcstats.com/fighter-details/fe2babf95de24fb1,Raul Rosas Jr.,El Nino Problema,"5' 9""",135 lbs.,"67""",Switch,"Oct 08, 2004",,,,,1.34,42%,1.24,,6.10,54%,25%,0.9
http://www.ufcstats.com/fighter-details/093e1f5bb73850be,Anthony Hernandez,Fluffy,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",,,,,4.57,60%,3.10,,5.88,48%,68%,1.6
http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",,,,,3.40,46%,2.44,,2.17,39%,55%,0.3
http://www.ufcstats.com/fighter-details/cb696ebfb6598724,Aljamain Sterling,Funk Master,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",,,,,4.26,52%,2.15,,2.54,32%,44%,0.6
http://www.ufcstats.com/fighter-details/75bbd2206a15319f,Edwin DeWees,Babyface,"6' 1""",185 lbs.,--,Orthodox,"Aug 07, 1982",,,,,1.53,33%,6.19,,2.18,66%,0%,3.3
http://www.ufcstats.com/fighter-details/d5b7fac960e58920,Chris Indich,,"5' 10""",170 lbs.,--,,"Apr 22, 1987",,,,,1.31,30%,4.32,,0.75,50%,50%,1.5
http://www.ufcstats.com/fighter-details/7413b80dbb0f8f9f,Lucas Martins,Mineiro,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",,,,,2.87,35%,4.14,,0.00,0%,76%,0.5
http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,Collin Anglin,,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 20, 1993",,,,,4.59,48%,5.54,,2.28,66%,100%,0.0
http://www.ufcstats.com/fighter-details/a0c139b34f11421a,John Gunderson,Quick Guns,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",,,,,1.04,27%,1.71,,1.67,33%,11%,2.0
http://www.ufcstats.com/fighter-details/a2b06ca02bca14c0,Harold Howard,,"6' 2""",240 lbs.,--,Orthodox,--,,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/7649c4c95b824488,Josh Hendricks,,"6' 2""",235 lbs.,--,Southpaw,"Aug 28, 1976",,,,,0.98,20%,11.80,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf,Neil Seery,2Tap,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",,,,,3.56,41%,3.79,,0.78,27%,53%,1.6
http://www.ufcstats.com/fighter-details/f2b6fdb20675b11c,Mike Perry,Platinum,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",,,,,4.32,47%,5.16,,0.81,40%,78%,0.2
http://www.ufcstats.com/fighter-details/6f81b6de2557739a,Jacob Volkmann,Christmas,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",,,,,1.19,34%,1.78,,3.19,48%,52%,2.0
http://www.ufcstats.com/fighter-details/84a067c46306a737,Sam Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980",,,,,1.07,25%,2.25,,1.12,38%,29%,1.3
http://www.ufcstats.com/fighter-details/bf7ad5628363eec9,Cody Stamann,The Spartan,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",,,,,4.32,46%,3.91,,2.17,37%,76%,0.0
http://www.ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,Overkill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",,,,,5.37,50%,5.02,,0.75,30%,72%,0.1
http://www.ufcstats.com/fighter-details/37d752ec41ed84bb,Maria Oliveira,Spider-Girl,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",,,,,5.03,38%,5.76,,0.95,44%,47%,0.0
http://www.ufcstats.com/fighter-details/2f6a993c7f547c13,Sergey Morozov,,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989",,,,,3.01,43%,2.97,,3.63,31%,68%,0.0
http://www.ufcstats.com/fighter-details/5f6f049d54728e88,Andre Ewell,Mr. Highlight,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",,,,,4.28,40%,4.87,,0.36,75%,72%,0.1
http://www.ufcstats.com/fighter-details/6eaec40f724852f4,Jessin Ayari,,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",,,,,3.53,37%,3.59,,0.00,0%,50%,0.3
http://www.ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",,,,,6.86,64%,5.47,,3.20,60%,100%,0.5
http://www.ufcstats.com/fighter-details/175852708cb55776,Cristina Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",,,,,2.50,50%,3.07,,0.85,100%,40%,1.7
http://www.ufcstats.com/fighter-details/0fb1e2694a39a02f,Yuri Villefort,,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",,,,,3.18,43%,5.42,,2.00,35%,40%,0.3
http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor Belfort,The Phenom,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",,,,,1.59,46%,2.83,,1.02,60%,53%,0.6
http://www.ufcstats.com/fighter-details/a7b48e18ca27795d,Mark Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968",,,,,0.28,41%,0.89,,2.92,77%,0%,0.4
http://www.ufcstats.com/fighter-details/641ca2c2ed91b93c,Zygimantas Ramaska,,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 27, 1996",,,,,0.96,60%,2.25,,0.00,0%,33%,2.4
http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c,Genki Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",,,,,1.55,39%,2.23,,3.58,60%,50%,4.2
http://www.ufcstats.com/fighter-details/c21f26bbde777573,Johnny Walker,,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",,,,,3.90,54%,2.99,,0.36,50%,57%,0.7
http://www.ufcstats.com/fighter-details/441eacbe20e0e80b,Augusto Sakai,,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",,,,,4.60,49%,3.83,,0.23,40%,56%,0.0
http://www.ufcstats.com/fighter-details/8b5f9ea38184ded3,Nicholas Musoke,Nico,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",,,,,3.56,35%,3.80,,1.16,19%,82%,0.2
http://www.ufcstats.com/fighter-details/6e92eb1242b46636,Steve Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990",,,,,4.85,39%,4.12,,0.00,0%,64%,0.0
http://www.ufcstats.com/fighter-details/acb36c908d415c4a,Vinicius Moreira,Mamute,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",,,,,3.15,59%,5.07,,1.97,18%,0%,1.3
http://www.ufcstats.com/fighter-details/473ce3aa581251a2,Dan Hardy,The Outlaw,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",,,,,2.46,35%,3.44,,0.73,35%,35%,0.4
http://www.ufcstats.com/fighter-details/369e1ce458ef50a6,Ruslan Magomedov,Leopard,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",,,,,4.02,47%,1.47,,0.33,100%,88%,0.0
http://www.ufcstats.com/fighter-details/98a58c26c5b1ed17,Patricio Pitbull,,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 07, 1987",,,,,2.77,45%,4.61,,1.26,33%,74%,0.5
http://www.ufcstats.com/fighter-details/32490e80ddab1e5a,Song Kenan,The Assassin,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",,,,,4.49,46%,5.82,,0.42,30%,73%,0.0
http://www.ufcstats.com/fighter-details/7af33fc4435017f1,Brady Hiestand,Bam Bam,"5' 8""",135 lbs.,"71""",Orthodox,"Apr 30, 1999",,,,,2.70,50%,3.75,,4.80,46%,42%,1.1
http://www.ufcstats.com/fighter-details/81d9df19e255b8b6,Jarred Brooks,The Monkey God,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",,,,,2.12,46%,1.66,,4.54,57%,69%,0.6
http://www.ufcstats.com/fighter-details/0641c21bec209472,Mike Jackson,The Truth,"6' 2""",170 lbs.,"74""",Orthodox,"Mar 22, 1985",,,,,4.49,57%,3.73,,0.71,33%,88%,0.0
http://www.ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,Vitor Miranda,Lex Luthor,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",,,,,2.98,45%,2.95,,0.95,55%,50%,0.2
http://www.ufcstats.com/fighter-details/b4c96c3d9139bf0e,Patrick Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,"Nov 28, 1988",,,,,2.03,19%,2.83,,3.00,54%,100%,1.5
http://www.ufcstats.com/fighter-details/082eba4cd80f736f,Jarno Errens,,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",,,,,3.29,44%,3.29,,0.00,0%,33%,0.3
http://www.ufcstats.com/fighter-details/59583ff832fe9d68,Krzysztof Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",,,,,3.37,39%,3.13,,0.52,25%,71%,1.0
http://www.ufcstats.com/fighter-details/e741536153227386,Sean Alvarez,,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",,,,,0.89,37%,3.25,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4,Junior Tafa,The Juggernaut,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",,,,,3.41,51%,2.55,,0.00,0%,70%,0.0
http://www.ufcstats.com/fighter-details/0c670b443c3d269f,Jim Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,"Mar 14, 1984",,,,,3.19,26%,6.65,,0.00,0%,100%,0.0
http://www.ufcstats.com/fighter-details/dc3b9cf7641b7ab6,Drako Rodriguez,,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 16, 1996",,,,,3.37,36%,4.40,,2.93,66%,75%,0.7
http://www.ufcstats.com/fighter-details/d26934530dc5b248,Gilbert Aldana,El Peligro,"6' 1""",250 lbs.,--,Orthodox,"Aug 25, 1977",,,,,2.91,54%,6.26,,2.57,40%,33%,0.0
